method,same_csi_object_used,same_symbols_used,same_receiver_config_used,same_noise_config_used,project_f_f_shape,sionna_precoder_output_shape,converted_precoder_output_shape,power_norm_project,power_norm_sionna,max_abs_diff_f_f_if_comparable,project_sum_rate,sionna_sum_rate,abs_diff_sum_rate,rel_diff_sum_rate,project_symbol_mse,sionna_symbol_mse,abs_diff_symbol_mse,project_sinr_db,sionna_sinr_db,abs_diff_sinr_db,strict_equivalence_claim_allowed,semantic_compatibility_passed
project_rzf_vs_sionna_rzf_precoder,True,True,True,True,"[16, 16, 16, 4]","[16, 1, 16, 4, 16]","[16, 16, 16, 4]",1.0,1.0000001192092896,0.05982483550906181,18.31070899963379,18.24028968811035,0.0704193115234375,0.003845799281985524,0.043707989156246185,0.044268373399972916,0.0005603842437267303,13.594391345977783,13.539063930511475,0.055327415466308594,False,True
